iter	RMSE
122	0.0200280902
123	0.02002624897
124	0.02002421923
125	0.02002256007
126	0.02002006949
127	0.02001805591
128	0.02001638996
129	0.02001469971
130	0.02001274065
131	0.02001090101
132	0.02000956862
133	0.02000765966
134	0.02000646081
135	0.02000460516
136	0.02000355814
137	0.02000221636
138	0.02000078738
139	0.01999950535
140	0.01999800933
141	0.01999673786
142	0.0199957868
143	0.019994871
144	0.01999319073
145	0.0199920215
146	0.01999103507
147	0.01998978473
148	0.01998834098
149	0.01998670649
150	0.01998577343
151	0.01998454723
152	0.01998334361
153	0.01998226154
154	0.01998129855
155	0.01998041145
156	0.01997866827
157	0.01997771637
158	0.01997661332
159	0.01997543205
160	0.01997414327
161	0.01997323384
162	0.01997175948
163	0.01997068911
164	0.01996941928
165	0.01996829993
166	0.01996775042
167	0.0199667285
168	0.01996553384
169	0.01996456107
170	0.01996258352
171	0.0199610238
172	0.0199602218
173	0.01995891796
174	0.01995755882
175	0.01995605739
176	0.01995442134
177	0.01995341784
178	0.01995273168
179	0.01995156484
180	0.01994996221
181	0.01994904555
182	0.01994787465
183	0.01994706748
184	0.01994559896
185	0.01994468696
186	0.01994358818
187	0.01994258841
188	0.01994128139
189	0.01994052011
190	0.0199399387
191	0.0199392423
192	0.01993850628
193	0.01993739671
194	0.01993635331
195	0.0199349996
196	0.01993444574
197	0.01993345574
198	0.01993219501
199	0.01993143755
200	0.01993084445
201	0.01992985739
202	0.01992874043
203	0.01992736202
204	0.01992597099
205	0.01992447891
206	0.01992332432
207	0.01992227144
208	0.01992130449
209	0.01991931464
210	0.01991783129
211	0.01991685427
212	0.01991603428
213	0.01991555349
214	0.01991454736
215	0.01991386789
216	0.01991321622
217	0.01991189199
218	0.01991066916
219	0.01990980479
220	0.0199091484
221	0.01990828775
222	0.01990710704
223	0.01990586805
224	0.01990463563
225	0.01990311556
226	0.0199022173
227	0.01990106859
228	0.01990011468
229	0.01989905207
230	0.01989817553
231	0.01989713422
232	0.01989595297
233	0.0198945528
234	0.01989310956
235	0.01989230234
236	0.01989082963
237	0.01988938317
238	0.01988860976
239	0.01988751997
240	0.01988677186
241	0.01988602645
242	0.01988468606
243	0.01988395194
244	0.01988339188
245	0.01988233264
246	0.01988175337
247	0.01988098305
248	0.01987911252
249	0.01987847895
250	0.01987729591
251	0.01987612201
252	0.01987557552
253	0.01987500751
254	0.01987408038
255	0.01987299185
256	0.01987209794
257	0.01987054291
258	0.01986974976
259	0.01986916294
260	0.01986834518
261	0.01986723512
262	0.01986627327
263	0.01986538122
264	0.01986466786
265	0.01986354237
266	0.01986266703
267	0.01986146118
268	0.01986002717
269	0.0198591575
270	0.01985836405
271	0.01985715677
272	0.0198560516
273	0.019854549
274	0.01985295596
275	0.01985195706
276	0.01985101611
277	0.01984968448
278	0.01984871506
279	0.01984767219
280	0.01984622079
281	0.01984521329
282	0.01984491654
283	0.01984407295
284	0.01984294288
285	0.01984132725
286	0.01984066715
287	0.01984001606
288	0.01983899337
289	0.01983820662
290	0.01983667497
291	0.01983575433
292	0.01983488764
293	0.01983402371
294	0.01983349651
295	0.01983293071
296	0.01983162271
297	0.01983079459
298	0.01982944413
299	0.01982839001
300	0.01982766038
301	0.01982710558
302	0.01982629791
303	0.01982539136
304	0.01982472546
305	0.01982322459
306	0.0198223837
307	0.01982165813
308	0.01982106106
309	0.01982009361
310	0.01981897701
311	0.01981771945
312	0.01981675559
313	0.01981581559
314	0.01981489116
315	0.01981348414
316	0.0198126576
317	0.0198114743
318	0.01981076752
319	0.01980985067
320	0.01980942134
321	0.01980861887
322	0.01980770541
323	0.01980698857
324	0.01980613401
325	0.01980569333
326	0.01980490855
327	0.01980384388
328	0.01980252777
329	0.01980136202
330	0.01980036776
331	0.01979954276
332	0.01979857124
333	0.01979785257
334	0.01979615379
335	0.01979522766
336	0.0197939135
337	0.01979305711
338	0.01979252065
339	0.01979202614
340	0.01979084962
341	0.01979025178
342	0.01978973488
343	0.01978855668
344	0.0197877925
345	0.01978723257
346	0.01978670116
347	0.01978570904
348	0.01978479295
349	0.01978386558
350	0.01978311535
351	0.01978226839
352	0.01978139804
353	0.01978081988
354	0.01978014768
355	0.01977966445
356	0.01977876626
357	0.0197780794
358	0.01977694025
359	0.01977615535
360	0.01977566039
361	0.01977460135
362	0.01977360155
363	0.01977310315
364	0.01977181802
365	0.01977098575
366	0.01977025078
367	0.01976896394
368	0.01976799999
369	0.01976696333
370	0.01976607381
371	0.01976518448
372	0.01976422806
373	0.01976378666
374	0.01976290315
375	0.01976213125
376	0.01976155014
377	0.01976063368
378	0.01975954292
379	0.01975848961
380	0.0197576707
381	0.01975646928
382	0.01975607969
383	0.01975569918
384	0.01975510694
385	0.01975446037
386	0.01975382335
387	0.01975239156
388	0.01975174357
389	0.01975112888
390	0.01974971864
391	0.01974907501
392	0.01974807862
393	0.01974706891
394	0.01974663353
395	0.01974617994
396	0.01974554895
397	0.01974471163
398	0.01974320989
399	0.01974264626
400	0.0197416372
401	0.01974104922
402	0.01974009016
403	0.01973906316
404	0.01973829023
405	0.01973761302
406	0.01973712612
407	0.01973601999
408	0.01973512668
409	0.01973350524
410	0.01973257714
411	0.01973236805
412	0.01973120466
413	0.01973023601
414	0.0197297524
415	0.01972883479
416	0.01972822692
417	0.01972746444
418	0.01972684006
419	0.01972590302
420	0.01972544114
421	0.01972421142
422	0.01972328026
423	0.0197225654
424	0.01972179893
425	0.01972084823
426	0.01972017868
427	0.01971874597
428	0.01971767854
429	0.01971656487
430	0.0197162888
431	0.01971552375
432	0.0197142211
433	0.0197137641
434	0.01971344225
435	0.01971288026
436	0.01971231237
437	0.01971153544
438	0.01971064856
439	0.01971013639
440	0.0197096004
441	0.01970850386
442	0.01970739329
443	0.01970689126
444	0.01970595686
445	0.0197049319
446	0.01970376901
447	0.01970314338
448	0.01970208441
449	0.01970106044
450	0.01970020671
451	0.01970007743
452	0.01969967363
453	0.01969908087
454	0.01969794481
455	0.01969716156
456	0.01969645382
457	0.01969521179
458	0.01969467033
459	0.01969376226
460	0.01969318839
461	0.019692145
462	0.01969156874
463	0.01969054051
464	0.0196895988
465	0.01968906942
466	0.01968832613
467	0.01968765999
468	0.01968681624
469	0.0196862834
470	0.01968477112
471	0.01968338924
472	0.01968272476
473	0.01968200078
474	0.01968113775
475	0.01968032848
476	0.01967963793
477	0.01967881304
478	0.01967773683
479	0.01967728325
480	0.01967676278
481	0.01967617889
482	0.0196755186
483	0.01967471808
484	0.0196738991
485	0.01967297819
486	0.01967241522
487	0.01967173245
488	0.01967115269
489	0.01967059499
490	0.01966985683
491	0.01966904606
492	0.01966811135
493	0.01966740664
494	0.01966642891
495	0.01966521927
496	0.01966426359
497	0.01966389425
498	0.01966235129
499	0.01966187064
